Page,Date,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/practice/B83624/measures/?tags=lowpriority,20180903,1,1,00:04:33,0,0.00%,0.00%,$0.00
/practice/B83653/measures/?tags=lowpriority,20181126,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/B83657/measures/?tags=lowpriority,20181128,1,1,00:00:16,0,0.00%,0.00%,$10.00
/practice/B83657/measures/?tags=lowpriority,20190126,1,1,00:00:56,0,0.00%,0.00%,$0.00
/practice/B83666/measures/?tags=lowpriority,20181025,1,1,00:00:32,0,0.00%,0.00%,$0.00
/practice/B83667/measures/?tags=lowpriority,20190124,1,1,00:00:28,0,0.00%,0.00%,$10.00
/practice/B84004/measures/?tags=lowpriority,20181109,1,1,00:00:45,0,0.00%,0.00%,$0.00
/practice/B84004/measures/?tags=lowpriority,20181114,1,1,00:01:39,0,0.00%,0.00%,$0.00
/practice/B84004/measures/?tags=lowpriority,20181206,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/B84004/measures/?tags=lowpriority,20181219,1,1,00:01:50,0,0.00%,0.00%,$0.00
/practice/B84004/measures/?tags=lowpriority,20181220,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/B84005/measures/?tags=lowpriority,20190120,1,1,00:01:57,0,0.00%,0.00%,$10.00
/practice/B84007/measures/?tags=lowpriority,20181103,1,1,00:05:43,0,0.00%,0.00%,$0.00
/practice/B84009/measures/?tags=lowpriority,20190115,1,1,00:00:26,0,0.00%,0.00%,$0.00
/practice/B84009/measures/?tags=lowpriority,20190117,1,1,00:00:23,0,0.00%,0.00%,$0.00
/practice/B84012/measures/?tags=lowpriority,20190117,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/B84012/measures/?tags=lowpriority,20190128,1,1,00:00:38,0,0.00%,0.00%,$10.00
/practice/B84013/measures/?tags=lowpriority,20190113,1,1,00:01:28,0,0.00%,0.00%,$10.00
/practice/B84016/measures/?tags=lowpriority,20181031,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/B84016/measures/?tags=lowpriority,20181209,1,1,00:02:13,0,0.00%,0.00%,$10.00
/practice/B84610/measures/?tags=lowpriority,20180917,1,1,00:00:00,0,0.00%,100.00%,$10.00
/practice/B84618/measures/?tags=lowpriority,20181129,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/B85004/?tags=lowpriority,20181001,1,1,00:00:21,1,0.00%,0.00%,$0.00
/practice/B85004/measures/?tags=lowpriority,20181001,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/B85006/measures/?tags=lowpriority,20181030,1,1,00:00:00,0,0.00%,100.00%,$10.00
/practice/B85009/measures/?tags=lowpriority,20181202,1,1,00:05:33,0,0.00%,0.00%,$0.00
/practice/B85021/measures/?tags=lowpriority,20190113,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/B85022/measures/?tags=lowpriority,20181224,1,1,00:03:41,0,0.00%,0.00%,$0.00
/practice/B85025/measures/?tags=lowpriority,20181207,1,1,00:00:00,0,0.00%,100.00%,$10.00
/practice/B85048/measures/?tags=lowpriority,20181221,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/B85622/?tags=lowpriority,20181005,1,1,00:00:10,0,0.00%,0.00%,$0.00
/practice/B85622/measures/?tags=lowpriority,20181004,1,1,00:01:23,0,0.00%,0.00%,$0.00
/practice/B85622/measures/?tags=lowpriority,20190107,1,1,00:00:45,0,0.00%,0.00%,$10.00
/practice/B85638/measures/?tags=lowpriority,20190105,1,1,00:00:36,0,0.00%,0.00%,$0.00
/practice/B86008/measures/?tags=lowpriority,20181004,1,1,00:03:10,0,0.00%,0.00%,$10.00
/practice/B86010/measures/?tags=lowpriority,20181224,1,1,00:00:48,0,0.00%,0.00%,$10.00
/practice/B86010/measures/?tags=lowpriority,20181228,1,1,00:00:06,0,0.00%,0.00%,$10.00
/practice/B86010/measures/?tags=lowpriorityconsultation,20181228,1,1,00:00:16,0,0.00%,0.00%,$0.00
/practice/B86010/measures/?tags=lowpriorityconsultation,20190125,1,1,00:00:59,0,0.00%,0.00%,$10.00
/practice/B86014/measures/?tags=lowpriorityconsultation,20181128,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/B86024/measures/?tags=lowpriority,20181128,1,1,00:00:17,0,0.00%,0.00%,$0.00
/practice/B86032/?tags=lowpriority,20181016,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/B86036/measures/?tags=lowpriority,20180903,1,1,00:01:23,0,0.00%,0.00%,$10.00
/practice/B86037/measures/?tags=lowpriority,20181009,1,1,00:00:45,0,0.00%,0.00%,$0.00
/practice/B86057/measures/?tags=lowpriority,20181011,1,1,00:04:36,0,0.00%,0.00%,$0.00
/practice/B86059/measures/?tags=lowpriority,20181217,1,1,00:00:18,0,0.00%,0.00%,$0.00
/practice/B86066/measures/?tags=lowpriority,20180913,1,1,00:01:02,0,0.00%,0.00%,$10.00
/practice/B86093/measures/?tags=lowpriority,20181011,1,1,00:02:01,0,0.00%,0.00%,$10.00
/practice/B86096/measures/?tags=lowpriority,20181128,1,1,00:02:17,0,0.00%,0.00%,$10.00
/practice/B86106/measures/?tags=lowpriority,20181128,1,1,00:01:48,0,0.00%,0.00%,$0.00
/practice/B86106/measures/?tags=lowpriorityconsultation,20181128,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/B86625/measures/?tags=lowpriority,20181128,1,1,00:00:16,0,0.00%,0.00%,$10.00
/practice/B86625/measures/?tags=lowpriority,20181130,1,1,00:00:03,0,0.00%,0.00%,$10.00
/practice/B86625/measures/?tags=lowpriorityconsultation,20181130,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/B86625/measures/?tags=lowpriorityconsultation,20181219,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/B86625/measures/?tags=lowpriorityconsultation,20181221,1,1,00:00:14,0,0.00%,0.00%,$10.00
/practice/B86658/measures/?tags=lowpriority,20181019,1,1,00:02:00,0,0.00%,0.00%,$20.00
/practice/B86669/measures/?tags=lowpriority,20190126,1,1,00:00:16,0,0.00%,0.00%,$0.00
/practice/B86673/?tags=lowpriority,20180914,1,1,00:00:02,0,0.00%,0.00%,$0.00
/practice/B86673/measures/?tags=lowpriority,20190114,1,1,00:00:32,0,0.00%,0.00%,$0.00
/practice/B86674/measures/?tags=lowpriority,20190116,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/B86674/measures/?tags=lowpriority,20190126,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/B86678/measures/?tags=lowpriority,20180904,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/B87002/measures/?tags=lowpriority,20181013,1,1,00:01:09,0,0.00%,0.00%,$0.00
/practice/B87003/measures/?tags=lowpriority,20181114,1,1,00:09:11,0,0.00%,0.00%,$0.00
/practice/B87003/measures/?tags=lowpriority,20181116,1,1,00:00:00,0,0.00%,100.00%,$10.00
/practice/B87003/measures/?tags=lowpriority,20181206,1,1,00:00:04,0,0.00%,0.00%,$10.00
/practice/B87003/measures/?tags=lowpriorityconsultation,20181205,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/B87003/measures/?tags=lowpriorityconsultation,20181206,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/B87003/measures/?tags=lowpriorityconsultation,20190116,1,1,00:01:38,1,0.00%,0.00%,$0.00
/practice/B87006/measures/?tags=lowpriority,20181114,1,1,00:00:18,0,0.00%,0.00%,$0.00
/practice/B87007/measures/?tags=lowpriority,20181114,1,1,00:00:31,0,0.00%,0.00%,$10.00
/practice/B87009/measures/?tags=lowpriority,20181114,1,1,00:01:29,0,0.00%,0.00%,$15.00
/practice/B87016/measures/?tags=lowpriority,20181004,1,1,00:01:16,0,0.00%,0.00%,$0.00
/practice/B87016/measures/?tags=lowpriority,20181120,1,1,00:00:19,0,0.00%,0.00%,$0.00
/practice/B87017/measures/?tags=lowpriority,20181115,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/B87021/measures/?tags=lowpriority,20181115,1,1,00:00:00,0,0.00%,100.00%,$10.00
/practice/B87026/measures/?tags=lowpriority,20181115,1,1,00:02:13,0,0.00%,0.00%,$20.00
/practice/B87026/measures/?tags=lowpriority,20181129,1,1,00:02:26,0,0.00%,0.00%,$10.00
/practice/B87026/measures/?tags=lowpriority,20181219,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/B87026/measures/?tags=lowpriority,20190114,1,1,00:00:33,0,0.00%,0.00%,$0.00
/practice/B87026/measures/?tags=lowpriority,20190117,1,1,00:10:11,0,0.00%,0.00%,$0.00
/practice/B87026/measures/?tags=lowpriorityconsultation,20190114,1,1,00:04:46,0,0.00%,0.00%,$0.00
/practice/B87030/measures/?tags=lowpriority,20181009,1,1,00:01:08,0,0.00%,0.00%,$10.00
/practice/B87030/measures/?tags=lowpriority,20181128,1,1,00:00:25,0,0.00%,0.00%,$20.00
/practice/B87032/measures/?tags=lowpriority,20181115,1,1,00:01:09,0,0.00%,0.00%,$0.00
/practice/B87032/measures/?tags=lowpriority,20181121,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/B87040/measures/?tags=lowpriority,20181128,1,1,00:00:00,0,0.00%,100.00%,$10.00
/practice/C81008/measures/?tags=lowpriority,20181024,1,1,00:00:56,0,0.00%,0.00%,$0.00
/practice/C81008/measures/?tags=lowpriority,20181112,1,1,00:00:22,0,0.00%,0.00%,$0.00
/practice/C81008/measures/?tags=lowpriority,20181213,1,1,00:01:05,0,0.00%,0.00%,$0.00
/practice/C81013/measures/?tags=lowpriority,20181004,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C81013/measures/?tags=lowpriority,20181005,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/C81016/measures/?tags=lowpriority,20181004,1,1,00:01:38,0,0.00%,0.00%,$0.00
/practice/C81018/?tags=lowpriority,20181012,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/C81018/measures/?tags=lowpriority,20181128,1,1,00:06:13,0,0.00%,0.00%,$10.00
/practice/C81025/measures/?tags=lowpriority,20190115,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C81034/measures/?tags=lowpriority,20181004,1,1,00:00:00,0,0.00%,100.00%,$10.00
/practice/C81034/measures/?tags=lowpriority,20181005,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/C81035/measures/?tags=lowpriority,20181126,1,1,00:00:55,0,0.00%,0.00%,$0.00
/practice/C81059/measures/?tags=lowpriority,20181029,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C81062/measures/?tags=lowpriority,20181202,1,1,00:03:45,0,0.00%,0.00%,$10.00
/practice/C81073/measures/?tags=lowpriority,20181202,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C81075/measures/?tags=lowpriority,20181001,1,1,00:00:13,0,0.00%,0.00%,$0.00
/practice/C81075/measures/?tags=lowpriority,20181012,1,1,00:00:19,0,0.00%,0.00%,$0.00
/practice/C81104/measures/?tags=lowpriority,20181227,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C81106/measures/?tags=lowpriority,20180919,1,1,00:01:43,0,0.00%,0.00%,$10.00
/practice/C81106/measures/?tags=lowpriority,20190131,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C81110/measures/?tags=lowpriority,20180903,1,1,00:01:59,0,0.00%,0.00%,$0.00
/practice/C81110/measures/?tags=lowpriority,20181128,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C81642/measures/?tags=lowpriority,20180908,1,1,00:02:02,0,0.00%,0.00%,$10.00
/practice/C82011/measures/?tags=lowpriority,20180926,1,1,00:00:52,0,0.00%,0.00%,$0.00
/practice/C82013/measures/?tags=lowpriority,20181018,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C82017/measures/?tags=lowpriority,20181128,1,1,00:06:13,0,0.00%,0.00%,$10.00
/practice/C82024/measures/?tags=lowpriority,20181201,1,1,00:00:46,0,0.00%,0.00%,$0.00
/practice/C82028/measures/?tags=lowpriority,20181130,1,1,00:04:27,0,0.00%,0.00%,$0.00
/practice/C82033/measures/?tags=lowpriority,20181021,1,1,00:01:33,0,0.00%,0.00%,$0.00
/practice/C82034/?tags=lowpriority,20181103,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/C82034/measures/?tags=lowpriority,20181011,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C82038/measures/?tags=lowpriority,20180912,1,1,00:00:24,0,0.00%,0.00%,$0.00
/practice/C82044/measures/?tags=lowpriority,20181006,1,1,00:00:00,0,0.00%,100.00%,$10.00
/practice/C82061/measures/?tags=lowpriority,20190114,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/C82061/measures/?tags=lowpriority,20190119,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/C82066/measures/?tags=lowpriority,20181101,1,1,00:00:47,0,0.00%,0.00%,$0.00
/practice/C82072/measures/?tags=lowpriority,20181203,1,1,00:01:26,0,0.00%,0.00%,$0.00
/practice/C82076/measures/?tags=lowpriority,20181005,1,1,00:02:08,0,0.00%,0.00%,$0.00
/practice/C82076/measures/?tags=lowpriority,20181230,1,1,00:00:05,1,0.00%,0.00%,$0.00
/practice/C82076/measures/?tags=lowpriority,20190106,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/C82076/measures/?tags=lowpriority,20190108,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/C82076/measures/?tags=lowpriority,20190110,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/C82076/measures/?tags=lowpriority,20190128,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/C82078/measures/?tags=lowpriority,20181003,1,1,00:02:03,0,0.00%,0.00%,$0.00
/practice/C82086/measures/?tags=lowpriority,20181207,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/C82095/measures/?tags=lowpriority,20181112,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C82124/measures/?tags=lowpriority,20181004,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C82124/measures/?tags=lowpriority,20181005,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/C82611/measures/?tags=lowpriority,20190127,1,1,00:01:24,0,0.00%,0.00%,$10.00
/practice/C82620/measures/?tags=lowpriority,20181128,1,1,00:00:02,0,0.00%,0.00%,$10.00
/practice/C82631/measures/?tags=lowpriority,20180925,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/C82631/measures/?tags=lowpriority,20181013,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/C82644/measures/?tags=lowpriority,20181008,1,1,00:00:49,0,0.00%,0.00%,$0.00
/practice/C82667/?tags=lowpriority,20180915,1,1,00:00:13,0,0.00%,0.00%,$0.00
/practice/C82667/measures/?tags=lowpriority,20181125,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C82667/measures/?tags=lowpriority,20181128,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C82678/measures/?tags=lowpriority,20181115,1,1,00:02:07,0,0.00%,0.00%,$10.00
/practice/C83007/measures/?tags=lowpriority,20180906,1,1,00:01:06,0,0.00%,0.00%,$0.00
/practice/C83022/measures/?tags=lowpriority,20181119,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C83022/measures/?tags=lowpriority,20181213,1,1,00:01:19,0,0.00%,0.00%,$10.00
/practice/C83027/measures/?tags=lowpriority,20180925,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C83031/measures/?tags=lowpriority,20181128,1,1,00:00:13,0,0.00%,0.00%,$0.00
/practice/C83031/measures/?tags=lowpriorityconsultation,20181128,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C83036/measures/?tags=lowpriority,20180930,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C83039/measures/?tags=lowpriority,20181208,1,1,00:01:19,0,0.00%,0.00%,$10.00
/practice/C83040/measures/?tags=lowpriority,20181008,1,1,00:00:21,0,0.00%,0.00%,$0.00
/practice/C83047/measures/?tags=lowpriority,20180914,1,1,00:02:24,0,0.00%,0.00%,$0.00
/practice/C83049/measures/?tags=lowpriority,20180921,1,1,00:00:25,0,0.00%,0.00%,$10.00
/practice/C83049/measures/?tags=lowpriority,20181014,1,1,00:01:38,0,0.00%,0.00%,$10.00
/practice/C83053/measures/?tags=lowpriority,20180914,1,1,00:01:07,0,0.00%,0.00%,$0.00
/practice/C83055/measures/?tags=lowpriority,20180906,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C83060/measures/?tags=lowpriority,20180914,1,1,00:02:26,0,0.00%,0.00%,$0.00
/practice/C83063/measures/?tags=lowpriority,20181205,1,1,00:00:50,0,0.00%,0.00%,$0.00
/practice/C83064/measures/?tags=lowpriority,20181026,1,1,00:02:01,0,0.00%,0.00%,$0.00
/practice/C83064/measures/?tags=lowpriority,20190123,1,1,00:00:00,0,0.00%,100.00%,$10.00
/practice/C83079/measures/?tags=lowpriority,20181001,1,1,00:00:10,0,0.00%,0.00%,$0.00
/practice/C83611/measures/?tags=lowpriority,20181108,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C83617/measures/?tags=lowpriority,20180930,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C84001/measures/?tags=lowpriority,20181128,1,1,00:00:00,0,0.00%,100.00%,$10.00
/practice/C84004/measures/?tags=lowpriority,20181221,1,1,00:00:01,0,0.00%,0.00%,$0.00
/practice/C84005/measures/?tags=lowpriority,20190119,1,1,00:02:59,0,0.00%,0.00%,$0.00
/practice/C84008/measures/?tags=lowpriority,20181129,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C84011/measures/?tags=lowpriority,20181005,1,1,00:01:02,0,0.00%,0.00%,$0.00
/practice/C84013/measures/?tags=lowpriority,20181115,1,1,00:01:23,0,0.00%,0.00%,$0.00
/practice/C84016/measures/?tags=lowpriority,20181129,1,1,00:04:20,0,0.00%,0.00%,$0.00
/practice/C84017/measures/?tags=lowpriority,20181212,1,1,00:01:04,0,0.00%,0.00%,$0.00
/practice/C84023/measures/?tags=lowpriority,20181025,1,1,00:01:08,0,0.00%,0.00%,$20.00
/practice/C84023/measures/?tags=lowpriority,20181128,1,1,00:02:01,0,0.00%,0.00%,$0.00
/practice/C84028/measures/?tags=lowpriority,20181004,1,1,00:00:07,0,0.00%,0.00%,$0.00
/practice/C84032/measures/?tags=lowpriority,20181129,1,1,00:01:37,0,0.00%,0.00%,$10.00
/practice/C84036/?tags=lowpriority,20181012,1,1,00:00:12,0,0.00%,0.00%,$0.00
/practice/C84036/measures/?tags=lowpriority,20181012,1,1,00:03:43,0,0.00%,0.00%,$0.00
/practice/C84039/measures/?tags=lowpriority,20190104,1,1,00:01:51,0,0.00%,0.00%,$10.00
/practice/C84048/measures/?tags=lowpriority,20181023,1,1,00:01:55,0,0.00%,0.00%,$10.00
/practice/C84048/measures/?tags=lowpriority,20181110,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C84048/measures/?tags=lowpriority,20181111,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/C84049/measures/?tags=lowpriority,20181128,1,1,00:01:36,0,0.00%,0.00%,$0.00
/practice/C84051/measures/?tags=lowpriority,20181205,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C84053/measures/?tags=lowpriority,20181106,1,1,00:01:09,0,0.00%,0.00%,$10.00
/practice/C84063/measures/?tags=lowpriority,20181025,1,1,00:00:00,0,0.00%,100.00%,$10.00
/practice/C84063/measures/?tags=lowpriority,20181205,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C84063/measures/?tags=lowpriority,20190131,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C84072/measures/?tags=lowpriority,20181129,1,1,00:02:54,0,0.00%,0.00%,$10.00
/practice/C84122/measures/?tags=lowpriority,20181128,1,1,00:02:09,0,0.00%,0.00%,$0.00
/practice/C84150/measures/?tags=lowpriority,20190108,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/C84621/measures/?tags=lowpriority,20181219,1,1,00:02:23,0,0.00%,0.00%,$10.00
/practice/C84621/measures/?tags=lowpriority,20190116,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C84667/measures/?tags=lowpriority,20181106,1,1,00:00:31,0,0.00%,0.00%,$10.00
/practice/C84679/measures/?tags=lowpriority,20181202,1,1,00:00:50,0,0.00%,0.00%,$0.00
/practice/C84688/measures/?tags=lowpriority,20180913,1,1,00:00:29,0,0.00%,0.00%,$0.00
/practice/C84695/measures/?tags=lowpriority,20181127,1,1,00:01:57,0,0.00%,0.00%,$0.00
/practice/C84703/measures/?tags=lowpriority,20181207,1,1,00:03:26,0,0.00%,0.00%,$0.00
/practice/C84705/measures/?tags=lowpriority,20181014,1,1,00:09:14,0,0.00%,0.00%,$0.00
/practice/C84710/measures/?tags=lowpriority,20181015,1,1,00:00:50,0,0.00%,0.00%,$0.00
/practice/C84720/measures/?tags=lowpriority,20181107,1,1,00:00:09,0,0.00%,0.00%,$0.00
/practice/C85004/measures/?tags=lowpriority,20181113,1,1,00:02:13,0,0.00%,0.00%,$10.00
/practice/C85007/measures/?tags=lowpriority,20181128,1,1,00:00:00,0,0.00%,100.00%,$10.00
/practice/C85008/measures/?tags=lowpriority,20180907,1,1,00:05:34,0,0.00%,0.00%,$0.00
/practice/C85008/measures/?tags=lowpriority,20181205,1,1,00:01:11,0,0.00%,0.00%,$0.00
/practice/C85020/measures/?tags=lowpriority,20181004,1,1,00:02:08,0,0.00%,0.00%,$0.00
/practice/C85020/measures/?tags=lowpriority,20181120,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C85022/measures/?tags=lowpriority,20181129,1,1,00:01:39,0,0.00%,0.00%,$10.00
/practice/C86009/measures/?tags=lowpriority,20181129,1,1,00:01:48,0,0.00%,0.00%,$10.00
/practice/C86009/measures/?tags=lowpriority,20190118,1,1,00:00:50,0,0.00%,0.00%,$0.00
/practice/C86012/measures/?tags=lowpriority,20190131,1,1,00:00:34,0,0.00%,0.00%,$0.00
/practice/C86025/?tags=lowpriority,20180912,1,1,00:00:10,0,0.00%,0.00%,$0.00
/practice/C86025/?tags=lowpriority,20180913,1,1,00:00:14,0,0.00%,0.00%,$10.00
/practice/C86025/measures/?tags=lowpriority,20180912,1,1,00:01:55,0,0.00%,0.00%,$0.00
/practice/C86025/measures/?tags=lowpriority,20190129,1,1,00:00:15,0,0.00%,0.00%,$0.00
/practice/C86025/measures/?tags=lowpriorityconsultation,20190129,1,1,00:00:13,0,0.00%,0.00%,$0.00
/practice/C86033/measures/?tags=lowpriority,20180912,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/C86034/measures/?tags=lowpriority,20181126,1,1,00:01:02,0,0.00%,0.00%,$0.00
/practice/C86616/measures/?tags=lowpriority,20190108,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/C87004/measures/?tags=lowpriority,20181114,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C87009/measures/?tags=lowpriority,20181216,1,1,00:00:39,0,0.00%,0.00%,$0.00
/practice/C87012/measures/?tags=lowpriority,20180914,1,1,00:00:00,0,0.00%,100.00%,$10.00
/practice/C87013/measures/?tags=lowpriority,20181008,1,1,00:00:24,0,0.00%,0.00%,$20.00
/practice/C87013/measures/?tags=lowpriority,20181119,1,1,00:01:17,0,0.00%,0.00%,$0.00
/practice/C87013/measures/?tags=lowpriority,20190117,1,1,00:11:42,0,0.00%,0.00%,$20.00
/practice/C87014/measures/?tags=lowpriority,20181016,1,1,00:02:27,0,0.00%,0.00%,$0.00
/practice/C87014/measures/?tags=lowpriority,20181029,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C87014/measures/?tags=lowpriority,20181106,1,1,00:00:46,0,0.00%,0.00%,$0.00
/practice/C87015/measures/?tags=lowpriority,20181119,1,1,00:09:46,0,0.00%,0.00%,$0.00
/practice/C87016/measures/?tags=lowpriority,20181019,1,1,00:00:40,0,0.00%,0.00%,$10.00
/practice/C87029/measures/?tags=lowpriority,20181214,1,1,00:03:25,0,0.00%,0.00%,$10.00
/practice/C87609/measures/?tags=lowpriority,20181011,1,1,00:01:32,0,0.00%,0.00%,$20.00
/practice/C88014/measures/?tags=lowpriority,20181005,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C88019/measures/?tags=lowpriority,20181129,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C88019/measures/?tags=lowpriority,20181130,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/C88023/measures/?tags=lowpriority,20181126,1,1,00:00:14,0,0.00%,0.00%,$0.00
/practice/C88028/measures/?tags=lowpriority,20190124,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C88031/measures/?tags=lowpriority,20181004,1,1,00:01:49,0,0.00%,0.00%,$10.00
/practice/C88035/measures/?tags=lowpriority,20180926,1,1,00:02:46,0,0.00%,0.00%,$0.00
/practice/C88035/measures/?tags=lowpriority,20181018,1,1,00:09:42,0,0.00%,0.00%,$10.00
/practice/C88035/measures/?tags=lowpriority,20181205,1,1,00:01:43,0,0.00%,0.00%,$10.00
/practice/C88047/measures/?tags=lowpriority,20180925,1,1,00:02:21,0,0.00%,0.00%,$10.00
/practice/C88047/measures/?tags=lowpriority,20181205,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C88048/measures/?tags=lowpriority,20180930,1,1,00:01:56,0,0.00%,0.00%,$10.00
/practice/C88051/measures/?tags=lowpriority,20181004,1,1,00:00:00,0,0.00%,100.00%,$10.00
/practice/C88051/measures/?tags=lowpriority,20181220,1,1,00:16:38,0,0.00%,0.00%,$0.00
/practice/C88051/measures/?tags=lowpriority,20190124,1,1,00:00:00,0,0.00%,100.00%,$10.00
/practice/C88062/measures/?tags=lowpriority,20181128,1,1,00:02:24,0,0.00%,0.00%,$10.00
/practice/C88069/measures/?tags=lowpriority,20181002,1,1,00:03:39,0,0.00%,0.00%,$0.00
/practice/C88069/measures/?tags=lowpriority,20190115,1,1,00:00:00,0,0.00%,100.00%,$10.00
/practice/C88072/measures/?tags=lowpriority,20181031,1,1,00:01:30,0,0.00%,0.00%,$0.00
/practice/C88074/measures/?tags=lowpriority,20181129,1,1,00:01:40,0,0.00%,0.00%,$10.00
/practice/C88078/measures/?tags=lowpriority,20190123,1,1,00:01:16,0,0.00%,0.00%,$0.00
/practice/C88085/measures/?tags=lowpriority,20181113,1,1,00:01:21,0,0.00%,0.00%,$0.00
/practice/C88088/measures/?tags=lowpriority,20190121,1,1,00:01:13,0,0.00%,0.00%,$0.00
/practice/C88088/measures/?tags=lowpriority,20190124,1,1,00:00:00,1,100.00%,100.00%,$0.00
/practice/C88092/measures/?tags=lowpriority,20180928,1,1,00:00:18,0,0.00%,0.00%,$10.00
/practice/C88092/measures/?tags=lowpriority,20190108,1,1,00:00:59,0,0.00%,0.00%,$10.00
/practice/C88627/measures/?tags=lowpriority,20181205,1,1,00:01:59,0,0.00%,0.00%,$0.00
/practice/C88631/measures/?tags=lowpriority,20181115,1,1,00:04:22,0,0.00%,0.00%,$0.00
/practice/C88643/measures/?tags=lowpriority,20181207,1,1,00:04:44,0,0.00%,0.00%,$10.00
/practice/C88648/measures/?tags=lowpriority,20180908,1,1,00:00:44,0,0.00%,0.00%,$0.00
/practice/C88648/measures/?tags=lowpriority,20180917,1,1,00:01:46,0,0.00%,0.00%,$0.00
/practice/C88648/measures/?tags=lowpriority,20181005,1,1,00:00:00,0,0.00%,100.00%,$0.00
/practice/C88655/measures/?tags=lowpriority,20181001,1,1,00:00:14,0,0.00%,0.00%,$0.00
